Date Num,date,location,attendees,latitude,longitude,event,source,total_articles,attendees today
15,15-Jan-18,"Richmond, VA",,37.5407246,-77.4360481,Guns,http://www.delmarvanow.com/story/news/2018/01/16/dueling-gun-rallies-held-virginia-capitol/1036964001/,1,
29,29-Jan-18,"Poughkeepsie, NY",20,41.7003713,-73.9209701,Guns,http://www.poughkeepsiejournal.com/story/news/2018/01/29/community-rallies-end-gun-violence-after-saturdays-fatal-shooting/1075842001/,1,
45,14-Feb-18,"Frankfort, KY",100,38.2009055,-84.8732835,Guns,https://www.courier-journal.com/story/news/politics/2018/02/14/moms-demad-action-guns-schools-rally/337395002/,2,
46,15-Feb-18,"Mount Desert Island High, Bar Harbor, ME",,44.3876119,-68.2039123,Guns,http://www.newscentermaine.com/gallery/news/mdi-high-school-2nd-amendment-protest/97-519410885,2,
46,15-Feb-18,"Springfield, MO",1,37.2089572,-93.2922989,Guns,https://www.news-leader.com/story/news/local/ozarks/now/2018/02/15/cried-thespringfield-doctor-dons-trump-mask/342350002/,1,
46,15-Feb-18,"New York, NY",100,40.7127753,-74.0059728,Guns,https://www.amny.com/news/gays-against-guns-florida-shooting-1.16793077,1,
46,15-Feb-18,"Boston, MA",,42.3600825,-71.0588801,Guns,http://www.bostonherald.com/news/local_coverage/2018/02/this_could_happen_here_parents_of_victims_join_advocates_in_rally_for,1,
46,15-Feb-18,"Parkland, FL",1000,26.3107774,-80.2532249,Guns,https://www.stamfordadvocate.com/news/education/article/The-Latest-Florida-Democrat-inspired-by-12619424.php,2,
46,15-Feb-18,"Johnson City, TN",,36.3134397,-82.3534727,Guns,http://www.johnsoncitypress.com/Nation/2018/02/15/Marchers-carry-a-silent-message-Marchers-carry-a-silent-message,1,
46,15-Feb-18,"Newport, OR",20,44.6367836,-124.0534505,Guns,http://www.newportnewstimes.com/article/group-gathers-to-protest-gun-violence,1,
47,16-Feb-18,"Media, PA",,39.9167783,-75.387693,Guns,http://6abc.com/society/gun-rally-held-outside-delaware-county-courthouse-following-florida-school-shooting/3099014/,4,
47,16-Feb-18,"Jeffersonville, IN",,38.2775702,-85.7371847,Guns,http://www.wlky.com/article/local-protesters-call-for-gun-control/18215166,1,
47,16-Feb-18,"Hollywood, FL",60,26.0112014,-80.1494901,Guns,https://www.naplesnews.com/story/news/local/florida/2018/02/16/florida-school-shooting-broward-students-protest-demand-change-after-attack/346575002/,7,
47,16-Feb-18,"Andover, MA",700,42.6583356,-71.1367953,Guns,http://www.eagletribune.com/news/merrimack_valley/andover-students-rally-against-gun-violence/article_257cde08-8cf7-55c7-a104-e0522a8abc8a.html,1,
47,16-Feb-18,"Fairfax, VA",300,38.8462236,-77.3063733,Guns,http://www.newsleader.com/story/news/2018/02/17/outside-nra-headquarters-virginia-hundreds-gather-vigil-and-protest/348196002/,8,
47,16-Feb-18,"Langhorne, PA",20,40.1745538,-74.9226665,Guns,http://www.theintell.com/news/20180217/gun-control-advocates-rally-in-langhorne,1,
47,16-Feb-18,"Palm Beach, FL",,26.7056206,-80.0364297,Guns,http://www.palmbeachdailynews.com/news/national-govt--politics/protesters-supporters-out-greet-trump-wake-school-shooting/NgCVeL9JLepaTsFLHETgaK/,1,
48,17-Feb-18,"Meredith, NH",,43.6575331,-71.500317,Guns,http://www.laconiadailysun.com/newsx/local-news/111816-gun-protest,2,
48,17-Feb-18,"St. Petersburg, FL",200,27.7676008,-82.6402915,Guns,http://www.tampabay.com/news/politics/Hundreds-rally-against-gun-violence-in-downtown-St-Pete_165584052,15,
48,17-Feb-18,"Fort Lauderdale, FL",4000,26.1224386,-80.1373174,Guns,http://www.thegardenisland.com/2018/02/17/news/crowd-rallies-in-fort-lauderdale-to-demand-gun-restrictions/,72,
48,17-Feb-18,"Tarrytown, NY",100,41.0762077,-73.8587461,Guns,https://www.lohud.com/story/news/2018/02/17/tarrytown-anti-violence-rally/347582002/,2,
48,17-Feb-18,"Southbury, CT",,41.4793072,-73.2133715,Guns,http://wtnh.com/2018/02/17/southbury-residents-take-to-streets-for-anti-gun-violence-rally/,1,
48,17-Feb-18,"Lexington, MA",100,42.4430372,-71.2289641,Guns,http://www.bostonherald.com/news/local_coverage/2018/02/mass_rally_seeks_change_in_law_or_in_congress,1,
49,18-Feb-18,"Asheville, NC",20,35.5950581,-82.5514869,Guns,https://www.citizen-times.com/story/news/2018/02/18/asheville-holds-rally-against-gun-violence/349694002/,3,
49,18-Feb-18,"Dubuque, IA",50,42.5005583,-90.6645718,Guns,http://www.kwwl.com/story/37536485/2018/02/Monday/people-rally-against-gun-violence-in-dubuque,3,
49,18-Feb-18,"Chicago, IL",100,41.8781136,-87.6297982,Guns,http://www.chicagotribune.com/news/local/breaking/ct-met-fed-plaza-march-gun-reform-20180218-story.html,3,
49,18-Feb-18,"Wilkes-Barre, PA",,41.2459149,-75.8813075,Guns,http://citizensvoice.com/news/residents-rally-against-weapons-of-war-in-w-b-1.2303951,2,
49,18-Feb-18,"St. Joseph, MI",50,42.0938577,-86.4895463,Guns,http://www.heraldpalladium.com/news/local/group-rallies-against-gun-violence-in-st-joseph/article_bc3bc3e9-149f-532a-a4ae-d6277775f923.html,1,
49,18-Feb-18,"White Plains, NY",100,41.0339862,-73.7629097,Guns,https://www.lohud.com/story/news/local/westchester/2018/02/18/protesters-gun-violence/349549002/,2,
49,18-Feb-18,"Belfast, ME",,44.4259092,-69.0064234,Guns,http://www.penbaypilot.com/article/citizens-protest-belfast-calling-gun-control-action/98151,2,
49,18-Feb-18,"Washington, DC",,38.9071923,-77.0368707,Guns,https://unfspinnaker.com/65708/news/parkland-students-rally-for-gun-law-reform-in-tallahassee-wednesday/,1,
50,19-Feb-18,"Edmonds, Seattle, WA",20,47.8106521,-122.3773551,Guns,http://komonews.com/news/local/dozens-attend-edmonds-march-and-rally-against-gun-violence-in-wake-of-florida-shootings,2,
50,19-Feb-18,"Santa Rosa, CA",200,38.440429,-122.7140548,Guns,http://www.petaluma360.com/news/8019381-181/local-activists-rally-for-gun,3,
50,19-Feb-18,"Pflugerville, TX",20,30.4548451,-97.6222665,Guns,http://kxan.com/2018/02/19/pflugerville-parents-holding-rally-against-gun-violence-at-schools/,2,
50,19-Feb-18,"Iowa City, IA",200,41.6611277,-91.5301683,Guns,http://www.thegazette.com/subject/news/education/iowa-city-students-rally-to-demand-gun-control-20180219,8,
50,19-Feb-18,"White House, Washington, DC",100,38.8976763,-77.0365298,Guns,https://www.wwaytv3.com/2018/02/19/students-hold-lie-in-at-white-house-to-protest-gun-laws/,11,
50,19-Feb-18,"Bakersfield, CA",60,35.3732921,-119.0187125,Guns,http://bakersfieldnow.com/news/local/people-march-in-bakersfield-for-stricter-gun-control-laws-following-florida-tragedy,2,
50,19-Feb-18,"Pershing Square, Los Angeles, CA",500,34.048569,-118.2528917,Guns,http://bakersfieldnow.com/news/local/la-gun-control-protesters-seek-new-laws-after-florida-school-shooting,5,
50,19-Feb-18,"Charleston, SC",100,32.7764749,-79.9310512,Guns,https://www.postandcourier.com/news/charleston-area-students-parents-rally-for-stricter-gun-control-after/article_737bb6fa-15ab-11e8-b17f-0bee69b1e76e.html,2,
50,19-Feb-18,"Cleveland, OH",20,41.49932,-81.6943605,Guns,http://fox8.com/2018/02/19/cleveland-rally-calls-for-statewide-assault-weapons-ban/,1,
50,19-Feb-18,"Toms River, NJ",,39.9537358,-74.1979458,Guns,http://www.nj.com/ocean/index.ssf/2018/02/congress_is_doing_nothing_student_says_at_gun-cont.html,2,
50,19-Feb-18,"Carmel, NY",200,41.4300937,-73.6801297,Guns,http://www.midhudsonnews.com/News/2018/February/21/antigun_rally_Carmel-21Feb18.html,2,
50,19-Feb-18,"Boca Raton, FL",100,26.3683064,-80.1289321,Guns,https://www.wptv.com/news/region-s-palm-beach-county/students-at-olympic-heights-high-school-walk-out-to-protest-gun-violence,3,
50,19-Feb-18,"Plantation, FL",20,26.1275862,-80.2331036,Guns,https://www.tennessean.com/story/news/local/williamson/2018/02/19/protesters-franklin-gun-control-florida-high-school-shooting/353359002/,2,
